rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job5/Task7.common.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task2-13.in.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task13.out.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task4.out.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task12.common.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task8.out.mat’: Stale file handle

                            < M A T L A B (R) >
                  Copyright 1984-2019 The MathWorks, Inc.
              R2019b Update 3 (9.7.0.1261785) 64-bit (glnxa64)
                             November 27, 2019

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> 
OptCase =

    'Optimmay4'

>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 13).
>> >> >> >> >> >> >> bgc1d_iteration - cost : 0.036089
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074084
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074083
bgc1d_iteration - cost : 0.0074082
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074096
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074106
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074103
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074088
bgc1d_iteration - cost : 0.0074086
bgc1d_iteration - cost : 0.0074086
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074086
bgc1d_iteration - cost : 0.0074095
bgc1d_iteration - cost : 0.0074092
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074083
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074107
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074109
bgc1d_iteration - cost : 0.0074108
bgc1d_iteration - cost : 0.0074088
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074084
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074099
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.007408
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074086
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074104
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074094
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074088
bgc1d_iteration - cost : 0.0074088
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074115
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074093
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074086
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074111
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074083
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074083
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074087
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074081
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074078
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074077
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074076
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074079
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074075
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074072
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074066
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074073
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074071
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074074
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.007407
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074069
bgc1d_iteration - cost : 0.0074068
bgc1d_iteration - cost : 0.0074067
bgc1d_iteration - cost : 0.0074069
