rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job5/Task7.common.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task2-13.in.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task13.out.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task4.out.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task12.common.mat’: Stale file handle
rm: cannot remove ‘/home/yangsi/.matlab/local_cluster_jobs/R2019b/Job2/Task8.out.mat’: Stale file handle

                            < M A T L A B (R) >
                  Copyright 1984-2019 The MathWorks, Inc.
              R2019b Update 3 (9.7.0.1261785) 64-bit (glnxa64)
                             November 27, 2019

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> 
OptCase =

    'Optimmay4'

>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 13).
>> >> >> >> >> >> >> bgc1d_iteration - cost : 0.036089
bgc1d_iteration - cost : 0.0125
bgc1d_iteration - cost : 0.015057
bgc1d_iteration - cost : 0.008461
bgc1d_iteration - cost : 0.0084699
bgc1d_iteration - cost : 0.0087562
bgc1d_iteration - cost : 0.0088244
bgc1d_iteration - cost : 0.0083603
bgc1d_iteration - cost : 0.010745
bgc1d_iteration - cost : 0.0086225
bgc1d_iteration - cost : 0.0083654
bgc1d_iteration - cost : 0.0083274
bgc1d_iteration - cost : 0.0083654
bgc1d_iteration - cost : 0.0084058
bgc1d_iteration - cost : 0.0082445
bgc1d_iteration - cost : 0.013649
bgc1d_iteration - cost : 0.0087107
bgc1d_iteration - cost : 0.0095374
bgc1d_iteration - cost : 0.0085514
bgc1d_iteration - cost : 0.0083833
bgc1d_iteration - cost : 0.0085922
bgc1d_iteration - cost : 0.0086818
bgc1d_iteration - cost : 0.0087556
bgc1d_iteration - cost : 0.0082404
bgc1d_iteration - cost : 0.0085424
bgc1d_iteration - cost : 0.0083371
bgc1d_iteration - cost : 0.0082997
bgc1d_iteration - cost : 0.0083423
bgc1d_iteration - cost : 0.0083162
bgc1d_iteration - cost : 0.01237
bgc1d_iteration - cost : 0.0088356
bgc1d_iteration - cost : 0.0088735
bgc1d_iteration - cost : 0.0082992
bgc1d_iteration - cost : 0.0083374
bgc1d_iteration - cost : 0.0084578
bgc1d_iteration - cost : 0.0085697
bgc1d_iteration - cost : 0.0084095
bgc1d_iteration - cost : 0.0090671
bgc1d_iteration - cost : 0.008822
bgc1d_iteration - cost : 0.0083134
bgc1d_iteration - cost : 0.0082021
bgc1d_iteration - cost : 0.0086052
bgc1d_iteration - cost : 0.0086601
bgc1d_iteration - cost : 0.0083945
bgc1d_iteration - cost : 0.0096303
bgc1d_iteration - cost : 0.0082273
bgc1d_iteration - cost : 0.0083435
bgc1d_iteration - cost : 0.008299
bgc1d_iteration - cost : 0.014415
bgc1d_iteration - cost : 0.0083835
bgc1d_iteration - cost : 0.0088152
bgc1d_iteration - cost : 0.0082312
bgc1d_iteration - cost : 0.0082528
bgc1d_iteration - cost : 0.0084142
bgc1d_iteration - cost : 0.0085077
bgc1d_iteration - cost : 0.013333
bgc1d_iteration - cost : 0.0084146
bgc1d_iteration - cost : 0.0083563
bgc1d_iteration - cost : 0.008882
bgc1d_iteration - cost : 0.0090808
bgc1d_iteration - cost : 0.0086507
bgc1d_iteration - cost : 0.008321
bgc1d_iteration - cost : 0.0088866
bgc1d_iteration - cost : 0.0083751
bgc1d_iteration - cost : 0.008183
bgc1d_iteration - cost : 0.0088199
bgc1d_iteration - cost : 0.0082511
bgc1d_iteration - cost : 0.0083264
bgc1d_iteration - cost : 0.0084607
bgc1d_iteration - cost : 0.0084674
bgc1d_iteration - cost : 0.0082314
bgc1d_iteration - cost : 0.008409
bgc1d_iteration - cost : 0.0084426
bgc1d_iteration - cost : 0.0084214
bgc1d_iteration - cost : 0.0082436
bgc1d_iteration - cost : 0.0087955
bgc1d_iteration - cost : 0.008351
bgc1d_iteration - cost : 0.0082581
bgc1d_iteration - cost : 0.0082456
bgc1d_iteration - cost : 0.0081817
bgc1d_iteration - cost : 0.0084976
bgc1d_iteration - cost : 0.0085241
bgc1d_iteration - cost : 0.0084498
bgc1d_iteration - cost : 0.0085803
bgc1d_iteration - cost : 0.0084147
bgc1d_iteration - cost : 0.0081858
bgc1d_iteration - cost : 0.0082372
bgc1d_iteration - cost : 0.0084146
bgc1d_iteration - cost : 0.0084354
bgc1d_iteration - cost : 0.0084303
bgc1d_iteration - cost : 0.0084529
bgc1d_iteration - cost : 0.0084255
bgc1d_iteration - cost : 0.0088996
bgc1d_iteration - cost : 0.0097378
bgc1d_iteration - cost : 0.0083185
bgc1d_iteration - cost : 0.0086716
bgc1d_iteration - cost : 0.0085283
bgc1d_iteration - cost : 0.0083842
bgc1d_iteration - cost : 0.0082893
bgc1d_iteration - cost : 0.0083654
bgc1d_iteration - cost : 0.0084445
bgc1d_iteration - cost : 0.009029
bgc1d_iteration - cost : 0.0083422
bgc1d_iteration - cost : 0.0083601
bgc1d_iteration - cost : 0.0081704
bgc1d_iteration - cost : 0.0089417
bgc1d_iteration - cost : 0.0082464
bgc1d_iteration - cost : 0.008352
bgc1d_iteration - cost : 0.0086035
bgc1d_iteration - cost : 0.0083713
bgc1d_iteration - cost : 0.0096118
bgc1d_iteration - cost : 0.0081827
bgc1d_iteration - cost : 0.0088896
bgc1d_iteration - cost : 0.013647
bgc1d_iteration - cost : 0.008503
bgc1d_iteration - cost : 0.0083433
bgc1d_iteration - cost : 0.0083061
bgc1d_iteration - cost : 0.0083835
bgc1d_iteration - cost : 0.0082636
bgc1d_iteration - cost : 0.0090133
bgc1d_iteration - cost : 0.0083424
bgc1d_iteration - cost : 0.0090736
bgc1d_iteration - cost : 0.0086492
bgc1d_iteration - cost : 0.0082676
bgc1d_iteration - cost : 0.0085764
bgc1d_iteration - cost : 0.0084019
bgc1d_iteration - cost : 0.0084268
bgc1d_iteration - cost : 0.0085618
bgc1d_iteration - cost : 0.0086401
bgc1d_iteration - cost : 0.008467
bgc1d_iteration - cost : 0.0084252
bgc1d_iteration - cost : 0.0081502
bgc1d_iteration - cost : 0.0084257
bgc1d_iteration - cost : 0.0083205
bgc1d_iteration - cost : 0.008643
bgc1d_iteration - cost : 0.0088071
bgc1d_iteration - cost : 0.0084209
bgc1d_iteration - cost : 0.0082537
bgc1d_iteration - cost : 0.0085626
bgc1d_iteration - cost : 0.0082871
bgc1d_iteration - cost : 0.008202
bgc1d_iteration - cost : 0.0083609
bgc1d_iteration - cost : 0.0081734
bgc1d_iteration - cost : 0.0083468
bgc1d_iteration - cost : 0.008292
bgc1d_iteration - cost : 0.0084928
bgc1d_iteration - cost : 0.0084029
bgc1d_iteration - cost : 0.008364
bgc1d_iteration - cost : 0.0082568
bgc1d_iteration - cost : 0.0082327
bgc1d_iteration - cost : 0.0083412
bgc1d_iteration - cost : 0.0085443
bgc1d_iteration - cost : 0.0083361
bgc1d_iteration - cost : 0.0082088
bgc1d_iteration - cost : 0.0091819
bgc1d_iteration - cost : 0.0085139
bgc1d_iteration - cost : 0.0084661
bgc1d_iteration - cost : 0.0082798
bgc1d_iteration - cost : 0.0083096
bgc1d_iteration - cost : 0.0083596
bgc1d_iteration - cost : 0.0083534
bgc1d_iteration - cost : 0.0087847
bgc1d_iteration - cost : 0.0089162
bgc1d_iteration - cost : 0.0083067
bgc1d_iteration - cost : 0.0081683
bgc1d_iteration - cost : 0.0084499
bgc1d_iteration - cost : 0.0084476
bgc1d_iteration - cost : 0.0083583
bgc1d_iteration - cost : 0.0082373
bgc1d_iteration - cost : 0.008204
bgc1d_iteration - cost : 0.0083444
bgc1d_iteration - cost : 0.0084998
bgc1d_iteration - cost : 0.0081911
bgc1d_iteration - cost : 0.008432
bgc1d_iteration - cost : 0.0082665
bgc1d_iteration - cost : 0.0084137
bgc1d_iteration - cost : 0.008105
bgc1d_iteration - cost : 0.0083376
bgc1d_iteration - cost : 0.010562
bgc1d_iteration - cost : 0.0083204
bgc1d_iteration - cost : 0.0084588
bgc1d_iteration - cost : 0.0084203
bgc1d_iteration - cost : 0.0083543
bgc1d_iteration - cost : 0.0082186
bgc1d_iteration - cost : 0.0081487
bgc1d_iteration - cost : 0.00821
bgc1d_iteration - cost : 0.0081786
bgc1d_iteration - cost : 0.008402
bgc1d_iteration - cost : 0.0086612
bgc1d_iteration - cost : 0.0081208
bgc1d_iteration - cost : 0.0084603
bgc1d_iteration - cost : 0.0082148
bgc1d_iteration - cost : 0.0083925
bgc1d_iteration - cost : 0.0085117
bgc1d_iteration - cost : 0.0084449
bgc1d_iteration - cost : 0.0085422
bgc1d_iteration - cost : 0.0081116
bgc1d_iteration - cost : 0.0083947
bgc1d_iteration - cost : 0.0084702
bgc1d_iteration - cost : 0.0081724
bgc1d_iteration - cost : 0.00822
bgc1d_iteration - cost : 0.00818
bgc1d_iteration - cost : 0.0085407
bgc1d_iteration - cost : 0.0081412
bgc1d_iteration - cost : 0.0081093
bgc1d_iteration - cost : 0.0083179
bgc1d_iteration - cost : 0.0081761
bgc1d_iteration - cost : 0.0082759
bgc1d_iteration - cost : 0.008202
bgc1d_iteration - cost : 0.0081913
bgc1d_iteration - cost : 0.0080991
bgc1d_iteration - cost : 0.0082838
bgc1d_iteration - cost : 0.0081127
bgc1d_iteration - cost : 0.0081625
bgc1d_iteration - cost : 0.0083381
bgc1d_iteration - cost : 0.008316
bgc1d_iteration - cost : 0.0082232
bgc1d_iteration - cost : 0.008399
bgc1d_iteration - cost : 0.0082714
bgc1d_iteration - cost : 0.008082
bgc1d_iteration - cost : 0.0081251
bgc1d_iteration - cost : 0.0087027
bgc1d_iteration - cost : 0.0082295
bgc1d_iteration - cost : 0.0082588
bgc1d_iteration - cost : 0.0084195
bgc1d_iteration - cost : 0.0086048
bgc1d_iteration - cost : 0.0084121
bgc1d_iteration - cost : 0.0086329
bgc1d_iteration - cost : 0.0080719
bgc1d_iteration - cost : 0.0082569
bgc1d_iteration - cost : 0.0083598
bgc1d_iteration - cost : 0.0081713
bgc1d_iteration - cost : 0.0081522
bgc1d_iteration - cost : 0.0081744
bgc1d_iteration - cost : 0.0093216
bgc1d_iteration - cost : 0.008295
bgc1d_iteration - cost : 0.0081254
bgc1d_iteration - cost : 0.0081292
bgc1d_iteration - cost : 0.0083211
bgc1d_iteration - cost : 0.00817
bgc1d_iteration - cost : 0.0082225
bgc1d_iteration - cost : 0.0081009
bgc1d_iteration - cost : 0.0095555
bgc1d_iteration - cost : 0.0084034
bgc1d_iteration - cost : 0.0081542
bgc1d_iteration - cost : 0.0081573
bgc1d_iteration - cost : 0.0088873
bgc1d_iteration - cost : 0.0081203
bgc1d_iteration - cost : 0.0080973
bgc1d_iteration - cost : 0.0083952
bgc1d_iteration - cost : 0.0082125
bgc1d_iteration - cost : 0.0087825
bgc1d_iteration - cost : 0.0081557
bgc1d_iteration - cost : 0.0085668
bgc1d_iteration - cost : 0.0080466
bgc1d_iteration - cost : 0.008078
bgc1d_iteration - cost : 0.0081551
bgc1d_iteration - cost : 0.008074
bgc1d_iteration - cost : 0.008512
bgc1d_iteration - cost : 0.0081886
bgc1d_iteration - cost : 0.011795
bgc1d_iteration - cost : 0.0098905
bgc1d_iteration - cost : 0.0083324
bgc1d_iteration - cost : 0.0082379
bgc1d_iteration - cost : 0.0082399
bgc1d_iteration - cost : 0.0080996
bgc1d_iteration - cost : 0.0082505
bgc1d_iteration - cost : 0.0089167
bgc1d_iteration - cost : 0.0089935
bgc1d_iteration - cost : 0.008164
bgc1d_iteration - cost : 0.0081652
bgc1d_iteration - cost : 0.0080945
bgc1d_iteration - cost : 0.008777
bgc1d_iteration - cost : 0.0080801
bgc1d_iteration - cost : 0.008184
bgc1d_iteration - cost : 0.008088
bgc1d_iteration - cost : 0.0081176
bgc1d_iteration - cost : 0.010325
bgc1d_iteration - cost : 0.0081805
bgc1d_iteration - cost : 0.0083697
bgc1d_iteration - cost : 0.0081
bgc1d_iteration - cost : 0.0081608
bgc1d_iteration - cost : 0.0082009
bgc1d_iteration - cost : 0.0082885
bgc1d_iteration - cost : 0.0081309
bgc1d_iteration - cost : 0.008151
bgc1d_iteration - cost : 0.0082977
bgc1d_iteration - cost : 0.0081323
bgc1d_iteration - cost : 0.0080874
bgc1d_iteration - cost : 0.0084229
bgc1d_iteration - cost : 0.0080994
bgc1d_iteration - cost : 0.0080528
bgc1d_iteration - cost : 0.0082846
bgc1d_iteration - cost : 0.0081812
bgc1d_iteration - cost : 0.0081242
bgc1d_iteration - cost : 0.0082787
bgc1d_iteration - cost : 0.0081203
bgc1d_iteration - cost : 0.0081395
bgc1d_iteration - cost : 0.0080982
bgc1d_iteration - cost : 0.0081678
bgc1d_iteration - cost : 0.0081363
bgc1d_iteration - cost : 0.0081639
bgc1d_iteration - cost : 0.0081947
bgc1d_iteration - cost : 0.0082924
bgc1d_iteration - cost : 0.0080695
bgc1d_iteration - cost : 0.0082152
bgc1d_iteration - cost : 0.0085896
bgc1d_iteration - cost : 0.0081515
bgc1d_iteration - cost : 0.0080998
bgc1d_iteration - cost : 0.0080772
bgc1d_iteration - cost : 0.0083057
bgc1d_iteration - cost : 0.008672
bgc1d_iteration - cost : 0.0080754
bgc1d_iteration - cost : 0.0082496
bgc1d_iteration - cost : 0.0081153
bgc1d_iteration - cost : 0.008183
bgc1d_iteration - cost : 0.0082512
bgc1d_iteration - cost : 0.0080559
bgc1d_iteration - cost : 0.0080696
bgc1d_iteration - cost : 0.0081328
bgc1d_iteration - cost : 0.0081474
bgc1d_iteration - cost : 0.0081161
bgc1d_iteration - cost : 0.0083443
bgc1d_iteration - cost : 0.0082089
bgc1d_iteration - cost : 0.0081272
bgc1d_iteration - cost : 0.0081612
bgc1d_iteration - cost : 0.0081195
bgc1d_iteration - cost : 0.0080973
bgc1d_iteration - cost : 0.0081345
bgc1d_iteration - cost : 0.0080526
bgc1d_iteration - cost : 0.0082781
bgc1d_iteration - cost : 0.0081295
bgc1d_iteration - cost : 0.0082121
bgc1d_iteration - cost : 0.0082239
bgc1d_iteration - cost : 0.0080783
bgc1d_iteration - cost : 0.0084633
bgc1d_iteration - cost : 0.008257
bgc1d_iteration - cost : 0.0081991
bgc1d_iteration - cost : 0.0081615
bgc1d_iteration - cost : 0.0085679
bgc1d_iteration - cost : 0.0081739
bgc1d_iteration - cost : 0.0081106
bgc1d_iteration - cost : 0.0081426
bgc1d_iteration - cost : 0.0082119
bgc1d_iteration - cost : 0.0081533
bgc1d_iteration - cost : 0.0080322
bgc1d_iteration - cost : 0.0081073
bgc1d_iteration - cost : 0.0081126
bgc1d_iteration - cost : 0.0081351
bgc1d_iteration - cost : 0.0080961
bgc1d_iteration - cost : 0.0081478
bgc1d_iteration - cost : 0.0081984
bgc1d_iteration - cost : 0.0082054
bgc1d_iteration - cost : 0.0080286
bgc1d_iteration - cost : 0.0081125
bgc1d_iteration - cost : 0.0082602
bgc1d_iteration - cost : 0.0082854
bgc1d_iteration - cost : 0.008306
bgc1d_iteration - cost : 0.0081024
bgc1d_iteration - cost : 0.0080602
bgc1d_iteration - cost : 0.0080699
bgc1d_iteration - cost : 0.0080572
bgc1d_iteration - cost : 0.0080865
bgc1d_iteration - cost : 0.008126
bgc1d_iteration - cost : 0.0081025
bgc1d_iteration - cost : 0.008054
bgc1d_iteration - cost : 0.0080527
bgc1d_iteration - cost : 0.0080245
bgc1d_iteration - cost : 0.008172
bgc1d_iteration - cost : 0.008263
bgc1d_iteration - cost : 0.0081264
bgc1d_iteration - cost : 0.0081727
bgc1d_iteration - cost : 0.0080699
bgc1d_iteration - cost : 0.0080904
bgc1d_iteration - cost : 0.00804
bgc1d_iteration - cost : 0.0080323
bgc1d_iteration - cost : 0.0081263
bgc1d_iteration - cost : 0.0081218
bgc1d_iteration - cost : 0.0082324
bgc1d_iteration - cost : 0.008056
bgc1d_iteration - cost : 0.008047
bgc1d_iteration - cost : 0.0080689
bgc1d_iteration - cost : 0.0081922
bgc1d_iteration - cost : 0.0087733
bgc1d_iteration - cost : 0.0081915
bgc1d_iteration - cost : 0.0081172
bgc1d_iteration - cost : 0.0080594
bgc1d_iteration - cost : 0.0080653
bgc1d_iteration - cost : 0.0082069
bgc1d_iteration - cost : 0.0081489
bgc1d_iteration - cost : 0.0080729
bgc1d_iteration - cost : 0.0081626
bgc1d_iteration - cost : 0.008167
bgc1d_iteration - cost : 0.0080586
bgc1d_iteration - cost : 0.0080481
bgc1d_iteration - cost : 0.0080933
bgc1d_iteration - cost : 0.0081048
bgc1d_iteration - cost : 0.0081493
bgc1d_iteration - cost : 0.0081664
bgc1d_iteration - cost : 0.0081233
bgc1d_iteration - cost : 0.0081024
bgc1d_iteration - cost : 0.0081291
bgc1d_iteration - cost : 0.008051
bgc1d_iteration - cost : 0.0082139
bgc1d_iteration - cost : 0.0080503
bgc1d_iteration - cost : 0.0080441
bgc1d_iteration - cost : 0.0082961
bgc1d_iteration - cost : 0.0082156
bgc1d_iteration - cost : 0.0080492
bgc1d_iteration - cost : 0.0080568
bgc1d_iteration - cost : 0.0081981
bgc1d_iteration - cost : 0.0081948
bgc1d_iteration - cost : 0.0080407
bgc1d_iteration - cost : 0.0081057
bgc1d_iteration - cost : 0.0080479
bgc1d_iteration - cost : 0.0081015
bgc1d_iteration - cost : 0.0080668
bgc1d_iteration - cost : 0.0081051
bgc1d_iteration - cost : 0.0081118
bgc1d_iteration - cost : 0.0082114
bgc1d_iteration - cost : 0.0081879
bgc1d_iteration - cost : 0.0081066
bgc1d_iteration - cost : 0.0089816
bgc1d_iteration - cost : 0.0080611
bgc1d_iteration - cost : 0.0080751
bgc1d_iteration - cost : 0.0080268
bgc1d_iteration - cost : 0.0080347
bgc1d_iteration - cost : 0.0080798
bgc1d_iteration - cost : 0.0080537
bgc1d_iteration - cost : 0.0081252
bgc1d_iteration - cost : 0.0082974
bgc1d_iteration - cost : 0.0081312
bgc1d_iteration - cost : 0.0081614
bgc1d_iteration - cost : 0.008049
bgc1d_iteration - cost : 0.0080691
bgc1d_iteration - cost : 0.0080597
bgc1d_iteration - cost : 0.0080847
bgc1d_iteration - cost : 0.0080567
bgc1d_iteration - cost : 0.0081265
bgc1d_iteration - cost : 0.0083579
bgc1d_iteration - cost : 0.0082029
bgc1d_iteration - cost : 0.008033
bgc1d_iteration - cost : 0.0080563
bgc1d_iteration - cost : 0.0081366
bgc1d_iteration - cost : 0.0080473
bgc1d_iteration - cost : 0.0081208
bgc1d_iteration - cost : 0.0080711
bgc1d_iteration - cost : 0.0080743
bgc1d_iteration - cost : 0.0080343
bgc1d_iteration - cost : 0.0080394
bgc1d_iteration - cost : 0.0083083
bgc1d_iteration - cost : 0.008184
bgc1d_iteration - cost : 0.0080832
bgc1d_iteration - cost : 0.0080401
bgc1d_iteration - cost : 0.0080743
bgc1d_iteration - cost : 0.008085
bgc1d_iteration - cost : 0.0080837
bgc1d_iteration - cost : 0.0082475
bgc1d_iteration - cost : 0.0081079
bgc1d_iteration - cost : 0.0081087
bgc1d_iteration - cost : 0.008049
bgc1d_iteration - cost : 0.008042
bgc1d_iteration - cost : 0.0080885
bgc1d_iteration - cost : 0.0081182
bgc1d_iteration - cost : 0.0080719
bgc1d_iteration - cost : 0.0081016
bgc1d_iteration - cost : 0.0082621
bgc1d_iteration - cost : 0.0080353
bgc1d_iteration - cost : 0.0080552
bgc1d_iteration - cost : 0.0080206
bgc1d_iteration - cost : 0.0080993
bgc1d_iteration - cost : 0.0080436
bgc1d_iteration - cost : 0.0081064
bgc1d_iteration - cost : 0.008148
bgc1d_iteration - cost : 0.008059
bgc1d_iteration - cost : 0.008048
bgc1d_iteration - cost : 0.0080773
bgc1d_iteration - cost : 0.0080902
bgc1d_iteration - cost : 0.0080679
bgc1d_iteration - cost : 0.008099
bgc1d_iteration - cost : 0.0082048
bgc1d_iteration - cost : 0.0080524
bgc1d_iteration - cost : 0.0081186
bgc1d_iteration - cost : 0.0081449
bgc1d_iteration - cost : 0.0080203
bgc1d_iteration - cost : 0.0080458
bgc1d_iteration - cost : 0.0080225
bgc1d_iteration - cost : 0.0080365
bgc1d_iteration - cost : 0.0080475
bgc1d_iteration - cost : 0.0080495
bgc1d_iteration - cost : 0.0080433
bgc1d_iteration - cost : 0.008175
bgc1d_iteration - cost : 0.0083703
bgc1d_iteration - cost : 0.0080375
bgc1d_iteration - cost : 0.00802
bgc1d_iteration - cost : 0.0080458
bgc1d_iteration - cost : 0.0080729
bgc1d_iteration - cost : 0.0080346
bgc1d_iteration - cost : 0.0080344
bgc1d_iteration - cost : 0.0080887
bgc1d_iteration - cost : 0.0081967
bgc1d_iteration - cost : 0.0080644
bgc1d_iteration - cost : 0.0080345
bgc1d_iteration - cost : 0.0080534
bgc1d_iteration - cost : 0.0081038
bgc1d_iteration - cost : 0.0080704
bgc1d_iteration - cost : 0.0084591
bgc1d_iteration - cost : 0.0081727
bgc1d_iteration - cost : 0.0081368
bgc1d_iteration - cost : 0.0080692
bgc1d_iteration - cost : 0.0080847
bgc1d_iteration - cost : 0.0080999
bgc1d_iteration - cost : 0.0080825
bgc1d_iteration - cost : 0.0080799
bgc1d_iteration - cost : 0.0081051
bgc1d_iteration - cost : 0.0080916
bgc1d_iteration - cost : 0.0081669
bgc1d_iteration - cost : 0.0080689
bgc1d_iteration - cost : 0.0081286
bgc1d_iteration - cost : 0.0081873
bgc1d_iteration - cost : 0.0080191
bgc1d_iteration - cost : 0.0081356
bgc1d_iteration - cost : 0.0080625
bgc1d_iteration - cost : 0.0080895
bgc1d_iteration - cost : 0.0080389
bgc1d_iteration - cost : 0.0080929
bgc1d_iteration - cost : 0.0080577
bgc1d_iteration - cost : 0.0080491
bgc1d_iteration - cost : 0.0080094
bgc1d_iteration - cost : 0.0080972
bgc1d_iteration - cost : 0.0080685
bgc1d_iteration - cost : 0.0080382
bgc1d_iteration - cost : 0.008129
bgc1d_iteration - cost : 0.0080583
bgc1d_iteration - cost : 0.0080961
bgc1d_iteration - cost : 0.008029
bgc1d_iteration - cost : 0.0080749
bgc1d_iteration - cost : 0.0080287
bgc1d_iteration - cost : 0.0080757
bgc1d_iteration - cost : 0.0081051
bgc1d_iteration - cost : 0.0080456
bgc1d_iteration - cost : 0.0080394
bgc1d_iteration - cost : 0.0080403
bgc1d_iteration - cost : 0.0080244
bgc1d_iteration - cost : 0.0080473
bgc1d_iteration - cost : 0.0080524
bgc1d_iteration - cost : 0.0080143
bgc1d_iteration - cost : 0.0080401
bgc1d_iteration - cost : 0.0080568
bgc1d_iteration - cost : 0.0080199
bgc1d_iteration - cost : 0.0080955
bgc1d_iteration - cost : 0.008009
bgc1d_iteration - cost : 0.0080794
bgc1d_iteration - cost : 0.0082037
bgc1d_iteration - cost : 0.0080206
bgc1d_iteration - cost : 0.0081473
bgc1d_iteration - cost : 0.0080246
bgc1d_iteration - cost : 0.0080223
bgc1d_iteration - cost : 0.0080431
bgc1d_iteration - cost : 0.0080512
bgc1d_iteration - cost : 0.0080187
bgc1d_iteration - cost : 0.0080767
bgc1d_iteration - cost : 0.0080246
bgc1d_iteration - cost : 0.0080597
bgc1d_iteration - cost : 0.0080069
bgc1d_iteration - cost : 0.0080374
bgc1d_iteration - cost : 0.0080253
bgc1d_iteration - cost : 0.0080338
bgc1d_iteration - cost : 0.0080384
bgc1d_iteration - cost : 0.0080522
bgc1d_iteration - cost : 0.0080355
bgc1d_iteration - cost : 0.0081116
bgc1d_iteration - cost : 0.0080676
bgc1d_iteration - cost : 0.0080235
bgc1d_iteration - cost : 0.0080642
bgc1d_iteration - cost : 0.0080383
bgc1d_iteration - cost : 0.008044
bgc1d_iteration - cost : 0.0080133
bgc1d_iteration - cost : 0.0080792
bgc1d_iteration - cost : 0.0080008
bgc1d_iteration - cost : 0.0081884
bgc1d_iteration - cost : 0.0081769
bgc1d_iteration - cost : 0.0082278
bgc1d_iteration - cost : 0.0080358
bgc1d_iteration - cost : 0.0080142
bgc1d_iteration - cost : 0.0080515
bgc1d_iteration - cost : 0.008049
bgc1d_iteration - cost : 0.0083786
bgc1d_iteration - cost : 0.0080374
bgc1d_iteration - cost : 0.0080241
bgc1d_iteration - cost : 0.0080439
bgc1d_iteration - cost : 0.0080836
bgc1d_iteration - cost : 0.0080369
bgc1d_iteration - cost : 0.0080181
bgc1d_iteration - cost : 0.0080879
bgc1d_iteration - cost : 0.0080187
bgc1d_iteration - cost : 0.0080938
bgc1d_iteration - cost : 0.008044
bgc1d_iteration - cost : 0.0080404
bgc1d_iteration - cost : 0.008056
bgc1d_iteration - cost : 0.0080538
bgc1d_iteration - cost : 0.0082761
bgc1d_iteration - cost : 0.0081203
bgc1d_iteration - cost : 0.0080845
bgc1d_iteration - cost : 0.0080151
bgc1d_iteration - cost : 0.0080041
bgc1d_iteration - cost : 0.0082078
bgc1d_iteration - cost : 0.0080476
bgc1d_iteration - cost : 0.008029
bgc1d_iteration - cost : 0.0080587
bgc1d_iteration - cost : 0.0080803
bgc1d_iteration - cost : 0.0082257
bgc1d_iteration - cost : 0.0085033
bgc1d_iteration - cost : 0.0080005
bgc1d_iteration - cost : 0.0080009
bgc1d_iteration - cost : 0.0081664
bgc1d_iteration - cost : 0.0080697
bgc1d_iteration - cost : 0.0081452
bgc1d_iteration - cost : 0.0080018
bgc1d_iteration - cost : 0.0080165
bgc1d_iteration - cost : 0.0080188
bgc1d_iteration - cost : 0.008023
bgc1d_iteration - cost : 0.0082692
bgc1d_iteration - cost : 0.0080463
bgc1d_iteration - cost : 0.0080253
bgc1d_iteration - cost : 0.008013
bgc1d_iteration - cost : 0.0080113
bgc1d_iteration - cost : 0.0080503
bgc1d_iteration - cost : 0.0083959
bgc1d_iteration - cost : 0.0080415
bgc1d_iteration - cost : 0.0080886
bgc1d_iteration - cost : 0.0080254
bgc1d_iteration - cost : 0.0080441
bgc1d_iteration - cost : 0.007992
bgc1d_iteration - cost : 0.0080678
bgc1d_iteration - cost : 0.0080476
bgc1d_iteration - cost : 0.0080768
bgc1d_iteration - cost : 0.0081241
bgc1d_iteration - cost : 0.0080328
bgc1d_iteration - cost : 0.0080257
bgc1d_iteration - cost : 0.0080791
bgc1d_iteration - cost : 0.007969
bgc1d_iteration - cost : 0.008018
bgc1d_iteration - cost : 0.0079953
bgc1d_iteration - cost : 0.0079958
bgc1d_iteration - cost : 0.008228
bgc1d_iteration - cost : 0.0080881
bgc1d_iteration - cost : 0.0080239
bgc1d_iteration - cost : 0.0080292
bgc1d_iteration - cost : 0.00808
bgc1d_iteration - cost : 0.0079704
bgc1d_iteration - cost : 0.0079783
bgc1d_iteration - cost : 0.0080719
bgc1d_iteration - cost : 0.0082775
bgc1d_iteration - cost : 0.0080225
bgc1d_iteration - cost : 0.0079988
bgc1d_iteration - cost : 0.0079973
bgc1d_iteration - cost : 0.0080876
bgc1d_iteration - cost : 0.0080062
bgc1d_iteration - cost : 0.0084795
bgc1d_iteration - cost : 0.0079906
bgc1d_iteration - cost : 0.0080836
bgc1d_iteration - cost : 0.0080294
bgc1d_iteration - cost : 0.0080178
bgc1d_iteration - cost : 0.0080519
bgc1d_iteration - cost : 0.0080063
bgc1d_iteration - cost : 0.008023
bgc1d_iteration - cost : 0.008043
bgc1d_iteration - cost : 0.0079985
bgc1d_iteration - cost : 0.0080302
